"","ID","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker","Creditability","Sex","Marital.Status"
"602",752,"0 <= ... < 200 EU",12,"Existing Paid","Furniture/Equipment",3017,"< 100 EU","< 1 Year","25% - 35%","None","< 1 Year","Real Estate",34,"None","Rent","1","Highly Qualified","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"603",753,"< 0 EU",60,"Delay Paid","Business",6836,"< 100 EU",">= 7 Years","25% - 35%","None","> 7 Years","Unknown",63,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"604",754,"No Account",9,"Existing Paid","Radio/Television",2697,"< 100 EU","1 <= ... < 4 Years","< 20%","None","1 - 4 Years","Real Estate",32,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"605",755,"< 0 EU",12,"Existing Paid","Car(New)",759,"< 100 EU","4 <= ... < 7 Years","> 35%","None","1 - 4 Years","Real Estate",26,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"606",756,"No Account",9,"Existing Paid","Furniture/Equipment",1980,"< 100 EU","< 1 Year","20% - 25%","Co-Applicant","1 - 4 Years","Car or Other",19,"None","Rent","2 or 3","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"607",757,"< 0 EU",6,"Existing Paid","Radio/Television",2647,"500 <= ... < 1000 EU","1 <= ... < 4 Years","20% - 25%","None","4 - 7 Years","Real Estate",44,"None","Rent","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"608",758,"No Account",18,"Existing Paid","Furniture/Equipment",1533,"< 100 EU","< 1 Year","> 35%","Co-Applicant","< 1 Year","Savings Agreement/Life Insurance",43,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"609",759,"0 <= ... < 200 EU",48,"Existing Paid","Business",15672,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",23,"None","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"610",760,"< 0 EU",6,"Existing Paid","Appliances",343,"< 100 EU","< 1 Year","> 35%","None","< 1 Year","Real Estate",27,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"611",761,"No Account",42,"Existing Paid","Radio/Television",7166,"Unknown","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",29,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"612",762,"< 0 EU",15,"Critical Account","Furniture/Equipment",1478,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",44,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"613",763,"No Account",12,"Critical Account","Education",2096,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","4 - 7 Years","Real Estate",49,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"614",764,"No Account",36,"Delay Paid","Business",7980,"Unknown","< 1 Year","> 35%","None","> 7 Years","Car or Other",27,"None","Rent","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"615",765,"No Account",30,"Critical Account","Car(Used)",7596,"Unknown",">= 7 Years","< 20%","None","> 7 Years","Car or Other",63,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"616",766,"No Account",6,"All Paid","Car(New)",783,"Unknown","1 <= ... < 4 Years","< 20%","Guarantor","1 - 4 Years","Real Estate",26,"Stores","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"617",767,"No Account",6,"Existing Paid","Car(New)",672,"< 100 EU","Unemployed","< 20%","None","> 7 Years","Real Estate",54,"None","Own","1","Unemployed Non-resident","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"618",768,"No Account",24,"Critical Account","Car(Used)",6842,"Unknown","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",46,"None","Own","2 or 3","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"619",769,"No Account",24,"Existing Paid","Radio/Television",1533,"< 100 EU","< 1 Year","> 35%","None","4 - 7 Years","Car or Other",38,"Stores","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"620",770,"No Account",24,"Critical Account","Car(Used)",3868,"< 100 EU",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",41,"None","Rent","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"621",771,"0 <= ... < 200 EU",36,"Existing Paid","Car(Used)",9398,"< 100 EU","< 1 Year","< 20%","None","> 7 Years","Car or Other",28,"None","Rent","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"622",772,"< 0 EU",12,"Existing Paid","Education",1200,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",23,"Bank","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"623",773,"0 <= ... < 200 EU",12,"Existing Paid","Radio/Television",1567,"< 100 EU","1 <= ... < 4 Years","< 20%","None","< 1 Year","Car or Other",22,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"624",774,"No Account",36,"Critical Account","Business",6304,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Real Estate",36,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"625",775,"No Account",6,"Critical Account","Radio/Television",1898,"Unknown","1 <= ... < 4 Years","< 20%","None","1 - 4 Years","Real Estate",34,"None","Own","2 or 3","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"626",776,"No Account",24,"All Paid","Business",1559,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",40,"Bank","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"627",777,"< 0 EU",9,"Existing Paid","Furniture/Equipment",2136,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Real Estate",25,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"628",778,">= 200 EU",24,"Existing Paid","Furniture/Equipment",3749,"< 100 EU","< 1 Year","20% - 25%","None","> 7 Years","Car or Other",26,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"629",779,"< 0 EU",9,"Critical Account","Car(New)",2799,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",36,"None","Rent","2 or 3","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"630",780,"< 0 EU",48,"Existing Paid","Car(New)",3931,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Unknown",46,"None","For Free","1","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"631",781,"No Account",6,"Critical Account","Radio/Television",1382,"< 100 EU","1 <= ... < 4 Years","< 20%","None","< 1 Year","Car or Other",28,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"632",782,"No Account",9,"Existing Paid","Radio/Television",2753,"100 <= ... < 500 EU",">= 7 Years","25% - 35%","Co-Applicant","> 7 Years","Car or Other",35,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"633",783,"No Account",15,"Delay Paid","Furniture/Equipment",960,">= 1000 EU","4 <= ... < 7 Years","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",30,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"634",784,"No Account",36,"Existing Paid","Radio/Television",2394,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Car or Other",25,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"635",785,"< 0 EU",12,"Existing Paid","Appliances",741,"100 <= ... < 500 EU","Unemployed","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",22,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"636",786,"0 <= ... < 200 EU",27,"Existing Paid","Business",2528,"< 100 EU","< 1 Year","> 35%","None","< 1 Year","Savings Agreement/Life Insurance",32,"None","Own","1","Skilled Official",">= 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"637",787,"No Account",24,"Critical Account","Car(New)",2463,"100 <= ... < 500 EU","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",27,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"638",788,"No Account",24,"Existing Paid","Furniture/Equipment",5511,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","None","< 1 Year","Car or Other",25,"Stores","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"639",789,"No Account",36,"Existing Paid","Furniture/Equipment",10974,"< 100 EU","Unemployed","> 35%","None","1 - 4 Years","Car or Other",26,"None","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"640",790,"No Account",36,"Existing Paid","Education",1819,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Unknown",37,"Stores","For Free","1","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"641",791,"< 0 EU",12,"Existing Paid","Car(New)",1893,"< 100 EU","1 <= ... < 4 Years","> 35%","Guarantor","> 7 Years","Savings Agreement/Life Insurance",29,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"642",792,">= 200 EU",6,"Existing Paid","Car(New)",709,">= 1000 EU","< 1 Year","20% - 25%","None","1 - 4 Years","Real Estate",27,"None","Own","1","Unemployed Non-resident","< 3","None","No","Good","Male","Divorced/Separated/Married"
"643",793,"0 <= ... < 200 EU",20,"Existing Paid","Car(Used)",6468,"Unknown","Unemployed","< 20%","None","> 7 Years","Real Estate",60,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"644",794,"No Account",12,"Delay Paid","Repairs",1555,">= 1000 EU",">= 7 Years","> 35%","None","> 7 Years","Unknown",55,"None","For Free","2 or 3","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"645",795,"No Account",12,"Existing Paid","Radio/Television",2141,"100 <= ... < 500 EU","4 <= ... < 7 Years","25% - 35%","None","< 1 Year","Unknown",35,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"646",796,"< 0 EU",9,"Critical Account","Radio/Television",1138,"< 100 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",25,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"647",797,"< 0 EU",24,"Existing Paid","Radio/Television",1938,"< 100 EU","< 1 Year","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",32,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"648",798,"< 0 EU",12,"Critical Account","Car(New)",2122,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Real Estate",39,"None","Rent","2 or 3","Unskilled Resident",">= 3","None","No","Good","Male","Single"
"649",799,"No Account",24,"Existing Paid","Business",1258,"< 100 EU","4 <= ... < 7 Years","> 35%","None","< 1 Year","Real Estate",25,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"650",800,"No Account",4,"Existing Paid","Furniture/Equipment",601,"< 100 EU","< 1 Year","< 20%","None","4 - 7 Years","Real Estate",23,"None","Rent","1","Unskilled Resident",">= 3","None","Yes","Good","Female","Divorced/Separated/Married"
"651",801,"< 0 EU",24,"Existing Paid","Car(New)",3123,"< 100 EU","< 1 Year","> 35%","None","< 1 Year","Savings Agreement/Life Insurance",27,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"652",802,"< 0 EU",30,"Existing Paid","Radio/Television",2522,"< 100 EU",">= 7 Years","< 20%","Guarantor","4 - 7 Years","Savings Agreement/Life Insurance",39,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"653",803,"No Account",18,"Existing Paid","Radio/Television",1126,"Unknown","< 1 Year","> 35%","None","1 - 4 Years","Real Estate",21,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"654",804,"No Account",18,"Critical Account","Radio/Television",6070,"< 100 EU",">= 7 Years","25% - 35%","None","> 7 Years","Car or Other",33,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"655",805,"< 0 EU",9,"Existing Paid","Radio/Television",1366,"< 100 EU","< 1 Year","25% - 35%","None","> 7 Years","Savings Agreement/Life Insurance",22,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"656",806,"0 <= ... < 200 EU",15,"Existing Paid","Radio/Television",802,"< 100 EU",">= 7 Years","> 35%","None","4 - 7 Years","Car or Other",37,"None","Own","1","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"657",807,"No Account",6,"Existing Paid","Radio/Television",518,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","< 1 Year","Real Estate",29,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"658",808,"< 0 EU",18,"Existing Paid","Furniture/Equipment",2473,"< 100 EU","Unemployed","> 35%","None","< 1 Year","Car or Other",25,"None","Own","1","Unemployed Non-resident","< 3","None","Yes","Bad","Male","Single"
"659",809,"No Account",24,"Critical Account","Car(New)",1940,">= 1000 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",60,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"660",810,"No Account",48,"Critical Account","Education",6110,"< 100 EU","1 <= ... < 4 Years","< 20%","None","4 - 7 Years","Unknown",31,"Bank","For Free","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"661",811,"0 <= ... < 200 EU",12,"Critical Account","Car(New)",1995,"100 <= ... < 500 EU","< 1 Year","> 35%","None","< 1 Year","Car or Other",27,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"662",812,"< 0 EU",18,"Existing Paid","Radio/Television",3190,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",24,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"663",813,"0 <= ... < 200 EU",24,"Existing Paid","Car(New)",2718,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","> 7 Years","Savings Agreement/Life Insurance",20,"None","Rent","1","Unskilled Resident","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"664",814,"No Account",12,"Existing Paid","Car(New)",640,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Real Estate",49,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"665",815,"No Account",21,"None Taken","Car(New)",5003,"Unknown","1 <= ... < 4 Years","< 20%","None","> 7 Years","Savings Agreement/Life Insurance",29,"Bank","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"666",816,"< 0 EU",18,"Existing Paid","Radio/Television",1936,"Unknown","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Car or Other",23,"None","Rent","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"667",817,"No Account",48,"Existing Paid","Business",4844,"< 100 EU","Unemployed","25% - 35%","None","1 - 4 Years","Car or Other",33,"None","Rent","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"668",818,"< 0 EU",48,"Existing Paid","Business",4308,"< 100 EU","< 1 Year","25% - 35%","None","> 7 Years","Savings Agreement/Life Insurance",24,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"669",819,"No Account",18,"Critical Account","Car(New)",2775,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",31,"Bank","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"670",820,"< 0 EU",48,"None Taken","Furniture/Equipment",7119,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","> 7 Years","Unknown",53,"None","For Free","2 or 3","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"671",821,"< 0 EU",24,"All Paid","Car(Used)",3632,"< 100 EU","1 <= ... < 4 Years","< 20%","Guarantor","> 7 Years","Car or Other",22,"Bank","Rent","1","Skilled Official","< 3","None","No","Good","Female","Divorced/Separated/Married"
"672",822,"< 0 EU",6,"Critical Account","Car(New)",1361,"< 100 EU","< 1 Year","20% - 25%","None","> 7 Years","Real Estate",40,"None","Own","1","Unskilled Resident",">= 3","None","No","Good","Male","Single"
"673",823,"No Account",12,"Existing Paid","Business",1542,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Car or Other",36,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"674",824,"< 0 EU",36,"Existing Paid","Furniture/Equipment",2712,"< 100 EU",">= 7 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",41,"Bank","Own","1","Skilled Official",">= 3","None","Yes","Bad","Male","Single"
"675",825,"< 0 EU",48,"Existing Paid","Radio/Television",6999,"< 100 EU","4 <= ... < 7 Years","< 20%","Guarantor","< 1 Year","Real Estate",34,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Divorced/Separated/Married"
"676",826,"No Account",36,"Existing Paid","Radio/Television",3835,"Unknown",">= 7 Years","20% - 25%","None","> 7 Years","Real Estate",45,"None","Own","1","Unskilled Resident","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"677",827,"< 0 EU",24,"Critical Account","Car(Used)",6615,"< 100 EU","Unemployed","20% - 25%","None","> 7 Years","Unknown",75,"None","For Free","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"678",828,"No Account",24,"Existing Paid","Radio/Television",3621,"100 <= ... < 500 EU",">= 7 Years","20% - 25%","None","> 7 Years","Car or Other",31,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"679",829,"0 <= ... < 200 EU",24,"Existing Paid","Radio/Television",1967,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",20,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"680",830,"No Account",24,"Existing Paid","Radio/Television",3105,"Unknown","< 1 Year","> 35%","None","1 - 4 Years","Car or Other",25,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"681",831,"< 0 EU",18,"Existing Paid","Car(New)",2249,"100 <= ... < 500 EU","4 <= ... < 7 Years","> 35%","None","4 - 7 Years","Car or Other",30,"None","Own","1","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"682",832,">= 200 EU",12,"Existing Paid","Furniture/Equipment",1424,"Unknown",">= 7 Years","25% - 35%","None","> 7 Years","Real Estate",55,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"683",833,"< 0 EU",24,"Existing Paid","Car(Used)",2812,"Unknown",">= 7 Years","20% - 25%","None","> 7 Years","Real Estate",26,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"684",834,"No Account",27,"Critical Account","Furniture/Equipment",4526,">= 1000 EU","< 1 Year","> 35%","None","1 - 4 Years","Real Estate",32,"Stores","Own","2 or 3","Unskilled Resident",">= 3","Registered","Yes","Good","Male","Single"
"685",835,"0 <= ... < 200 EU",18,"None Taken","Furniture/Equipment",3244,"< 100 EU","1 <= ... < 4 Years","< 20%","None","> 7 Years","Car or Other",33,"Bank","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"686",836,"No Account",48,"All Paid","Business",3609,"< 100 EU","1 <= ... < 4 Years","< 20%","None","< 1 Year","Real Estate",27,"Stores","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"687",837,"0 <= ... < 200 EU",18,"Existing Paid","Radio/Television",1113,"< 100 EU","1 <= ... < 4 Years","> 35%","Guarantor","> 7 Years","Real Estate",26,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Female","Divorced/Separated/Married"
"688",838,"0 <= ... < 200 EU",12,"Existing Paid","Car(New)",1007,">= 1000 EU","1 <= ... < 4 Years","> 35%","None","< 1 Year","Real Estate",22,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"689",839,"No Account",10,"Critical Account","Furniture/Equipment",2146,"< 100 EU","< 1 Year","< 20%","None","4 - 7 Years","Real Estate",23,"None","Rent","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"690",840,"0 <= ... < 200 EU",6,"Delay Paid","Furniture/Equipment",1050,"< 100 EU","Unemployed","> 35%","None","< 1 Year","Savings Agreement/Life Insurance",35,"Stores","Own","2 or 3","Highly Qualified","< 3","Registered","No","Good","Male","Single"
"691",841,"No Account",18,"Critical Account","Car(New)",1530,"< 100 EU","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",32,"Bank","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"692",842,"0 <= ... < 200 EU",48,"Delay Paid","Business",6681,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Unknown",38,"None","For Free","1","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"693",843,"0 <= ... < 200 EU",36,"Delay Paid","Car(New)",7432,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Savings Agreement/Life Insurance",54,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"694",844,"No Account",6,"Critical Account","Car(New)",6761,"< 100 EU","4 <= ... < 7 Years","< 20%","None","4 - 7 Years","Unknown",45,"None","Own","2 or 3","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"695",845,">= 200 EU",24,"Existing Paid","Furniture/Equipment",1925,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",26,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"696",846,"0 <= ... < 200 EU",6,"Existing Paid","Car(New)",14555,"Unknown","Unemployed","< 20%","None","1 - 4 Years","Savings Agreement/Life Insurance",23,"None","Own","1","Unemployed Non-resident","< 3","Registered","Yes","Bad","Male","Single"
"697",847,"0 <= ... < 200 EU",9,"Existing Paid","Radio/Television",2118,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Real Estate",37,"None","Own","1","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"698",848,"< 0 EU",12,"Critical Account","Car(New)",4843,"< 100 EU",">= 7 Years","25% - 35%","Co-Applicant","> 7 Years","Savings Agreement/Life Insurance",43,"None","Rent","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"699",849,"0 <= ... < 200 EU",24,"Delay Paid","Furniture/Equipment",2333,"Unknown","< 1 Year","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",29,"Bank","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"700",850,"No Account",6,"Existing Paid","Car(Used)",1236,"500 <= ... < 1000 EU","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",50,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"701",851,"< 0 EU",27,"Critical Account","Business",2442,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",43,"Stores","Own","Above 6","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"702",852,"< 0 EU",24,"All Paid","Car(New)",2325,"100 <= ... < 500 EU","4 <= ... < 7 Years","20% - 25%","None","4 - 7 Years","Car or Other",32,"Bank","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"703",853,"No Account",36,"Delay Paid","Business",9572,"< 100 EU","< 1 Year","< 20%","None","< 1 Year","Car or Other",28,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"704",854,"No Account",18,"Critical Account","Radio/Television",1800,"< 100 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",24,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"705",855,"0 <= ... < 200 EU",18,"Critical Account","Furniture/Equipment",1295,"< 100 EU","< 1 Year","> 35%","None","< 1 Year","Savings Agreement/Life Insurance",27,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"706",856,"< 0 EU",13,"Critical Account","Business",1797,"< 100 EU","< 1 Year","25% - 35%","None","< 1 Year","Savings Agreement/Life Insurance",28,"Bank","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"707",857,">= 200 EU",30,"Critical Account","Radio/Television",3656,"Unknown",">= 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",49,"Stores","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"708",858,"< 0 EU",12,"Existing Paid","Furniture/Equipment",1620,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Co-Applicant","4 - 7 Years","Savings Agreement/Life Insurance",30,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"709",859,"No Account",24,"Existing Paid","Retraining",937,"< 100 EU","< 1 Year","> 35%","None","4 - 7 Years","Car or Other",27,"None","Own","2 or 3","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"710",860,">= 200 EU",42,"None Taken","Business",6289,"< 100 EU","< 1 Year","20% - 25%","None","< 1 Year","Savings Agreement/Life Insurance",33,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"711",861,"No Account",24,"Critical Account","Radio/Television",2872,"100 <= ... < 500 EU",">= 7 Years","25% - 35%","None","> 7 Years","Real Estate",36,"None","Own","1","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"712",862,"No Account",30,"Existing Paid","Radio/Television",2333,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",30,"Bank","Own","1","Highly Qualified","< 3","None","Yes","Good","Male","Single"
"713",863,"0 <= ... < 200 EU",18,"Critical Account","Business",1887,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",28,"Bank","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"714",864,"No Account",18,"Critical Account","Radio/Television",629,"500 <= ... < 1000 EU",">= 7 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",32,"Bank","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"715",865,"No Account",60,"Delay Paid","Radio/Television",15653,"< 100 EU","4 <= ... < 7 Years","20% - 25%","None","> 7 Years","Car or Other",21,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"716",866,"< 0 EU",10,"Existing Paid","Radio/Television",2315,"< 100 EU",">= 7 Years","25% - 35%","None","> 7 Years","Real Estate",52,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
