Feature 1,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker,Sex,Marital.Status,ID,Creditability,Naive Bayes,Naive Bayes (Bad),Naive Bayes (Good)
468.0,No Account,12.0,Existing Paid,Radio/Television,2073.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,Co-Applicant,1 - 4 Years,Real Estate,28.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,618.0,Good,Good,0.08836812418650321,0.9116318758134968
320.0,0 <= ... < 200 EU,12.0,Existing Paid,Repairs,639.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,30.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,470.0,Bad,Good,0.3443666127548594,0.6556333872451406
329.0,No Account,7.0,Critical Account,Radio/Television,730.0,Unknown,>= 7 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,46.0,None,Rent,2 or 3,Unskilled Resident,< 3,Registered,Yes,Male,Single,479.0,Good,Good,0.006086972901656861,0.9939130270983431
444.0,0 <= ... < 200 EU,24.0,Existing Paid,Furniture/Equipment,4057.0,< 100 EU,4 <= ... < 7 Years,25% - 35%,None,4 - 7 Years,Car or Other,43.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,594.0,Bad,Good,0.41012198565808194,0.589878014341918
494.0,< 0 EU,6.0,Existing Paid,Car(New),1374.0,Unknown,Unemployed,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,75.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Female,Divorced/Separated/Married,644.0,Good,Good,0.3705306611717662,0.6294693388282339
177.0,No Account,24.0,Existing Paid,Car(Used),5433.0,Unknown,Unemployed,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,26.0,None,Rent,1,Highly Qualified,< 3,Registered,Yes,Female,Divorced/Separated/Married,327.0,Good,Good,0.24316155134785306,0.7568384486521469
677.0,< 0 EU,24.0,Critical Account,Car(Used),6615.0,< 100 EU,Unemployed,20% - 25%,None,> 7 Years,Unknown,75.0,None,For Free,2 or 3,Highly Qualified,< 3,Registered,Yes,Male,Single,827.0,Good,Bad,0.599132474301115,0.40086752569888495
364.0,0 <= ... < 200 EU,20.0,None Taken,Car(Used),6148.0,100 <= ... < 500 EU,>= 7 Years,25% - 35%,None,> 7 Years,Car or Other,31.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,514.0,Good,Bad,0.7694153115225754,0.23058468847742467
164.0,< 0 EU,28.0,Existing Paid,Car(New),4006.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Car or Other,45.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Single,314.0,Bad,Bad,0.596197927418299,0.403802072581701
249.0,< 0 EU,18.0,Existing Paid,Furniture/Equipment,2462.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,399.0,Bad,Bad,0.5444961990684473,0.45550380093155274
519.0,No Account,12.0,Critical Account,Radio/Television,717.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,52.0,None,Own,4 or 5,Skilled Official,< 3,None,Yes,Male,Single,669.0,Good,Good,0.010246447906031929,0.989753552093968
711.0,No Account,24.0,Critical Account,Radio/Television,2872.0,100 <= ... < 500 EU,>= 7 Years,25% - 35%,None,> 7 Years,Real Estate,36.0,None,Own,1,Skilled Official,>= 3,Registered,Yes,Male,Single,861.0,Good,Good,0.007765286321419058,0.992234713678581
75.0,No Account,6.0,Critical Account,Radio/Television,700.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Unknown,36.0,None,For Free,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,225.0,Good,Good,0.012777243725187022,0.987222756274813
644.0,No Account,12.0,Delay Paid,Repairs,1555.0,>= 1000 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,55.0,None,For Free,2 or 3,Skilled Official,>= 3,None,Yes,Male,Single,794.0,Bad,Good,0.08245785911300084,0.9175421408869991
406.0,No Account,6.0,Critical Account,Radio/Television,1740.0,< 100 EU,>= 7 Years,20% - 25%,None,1 - 4 Years,Real Estate,30.0,None,Rent,2 or 3,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,556.0,Good,Good,0.011165553450608039,0.9888344465493919
105.0,No Account,48.0,Existing Paid,Radio/Television,10222.0,Unknown,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Car or Other,37.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,255.0,Good,Good,0.053347031330441566,0.9466529686695585
115.0,< 0 EU,18.0,All Paid,Furniture/Equipment,1553.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Car or Other,44.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Male,Single,265.0,Bad,Bad,0.8369872107131149,0.16301278928688515
301.0,No Account,30.0,Critical Account,Radio/Television,2831.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,451.0,Good,Good,0.06996843727149124,0.9300315627285088
93.0,No Account,18.0,Critical Account,Radio/Television,1098.0,< 100 EU,Unemployed,> 35%,None,> 7 Years,Car or Other,65.0,None,Own,2 or 3,Unemployed Non-resident,< 3,None,Yes,Female,Divorced/Separated/Married,243.0,Good,Good,0.07797307022111777,0.9220269297788822
412.0,No Account,12.0,Existing Paid,Car(New),1386.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,562.0,Bad,Good,0.13365564962514848,0.8663443503748516
90.0,0 <= ... < 200 EU,48.0,None Taken,Car(New),8358.0,500 <= ... < 1000 EU,< 1 Year,< 20%,None,< 1 Year,Car or Other,30.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,240.0,Good,Bad,0.8755919928863762,0.12440800711362371
529.0,No Account,36.0,Existing Paid,Car(Used),4686.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Unknown,32.0,None,For Free,1,Highly Qualified,< 3,Registered,Yes,Male,Single,679.0,Good,Bad,0.5059979556237021,0.4940020443762979
735.0,< 0 EU,12.0,Existing Paid,Radio/Television,674.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,20.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,885.0,Bad,Good,0.16536972789884344,0.8346302721011566
744.0,No Account,24.0,Existing Paid,Car(New),1474.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,4 - 7 Years,Real Estate,33.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,894.0,Good,Good,0.06574052673571423,0.9342594732642858
576.0,0 <= ... < 200 EU,13.0,Critical Account,Radio/Television,882.0,< 100 EU,< 1 Year,> 35%,Guarantor,> 7 Years,Real Estate,23.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,726.0,Good,Good,0.10410187424262364,0.8958981257573763
498.0,No Account,10.0,Existing Paid,Car(New),1287.0,Unknown,>= 7 Years,> 35%,Co-Applicant,1 - 4 Years,Savings Agreement/Life Insurance,45.0,None,Own,1,Unskilled Resident,< 3,None,No,Male,Single,648.0,Good,Good,0.029653604838226436,0.9703463951617736
495.0,< 0 EU,18.0,Existing Paid,Radio/Television,1882.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,25.0,Bank,Rent,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,645.0,Bad,Bad,0.8940387878566881,0.1059612121433119
12.0,No Account,24.0,Critical Account,Furniture/Equipment,5150.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,162.0,Good,Good,0.06496821468452729,0.9350317853154727
434.0,No Account,30.0,Critical Account,Radio/Television,5771.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Car or Other,25.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,584.0,Good,Good,0.2170354128581757,0.7829645871418243
44.0,< 0 EU,42.0,Existing Paid,Radio/Television,3965.0,< 100 EU,< 1 Year,> 35%,None,4 - 7 Years,Car or Other,34.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,194.0,Bad,Bad,0.5131385430106014,0.4868614569893987
43.0,0 <= ... < 200 EU,15.0,Existing Paid,Radio/Television,1444.0,Unknown,< 1 Year,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,23.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,193.0,Good,Good,0.10637400812738136,0.8936259918726187
168.0,No Account,6.0,Delay Paid,Business,1743.0,100 <= ... < 500 EU,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Real Estate,34.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,318.0,Good,Good,0.006149031412935249,0.9938509685870648
704.0,No Account,18.0,Critical Account,Radio/Television,1800.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,24.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,854.0,Good,Good,0.029486924622262548,0.9705130753777376
614.0,No Account,36.0,Delay Paid,Business,7980.0,Unknown,< 1 Year,> 35%,None,> 7 Years,Car or Other,27.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,764.0,Bad,Good,0.30427873000496114,0.6957212699950388
413.0,>= 200 EU,6.0,Existing Paid,Furniture/Equipment,2116.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Real Estate,41.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,563.0,Good,Good,0.02773969923568976,0.9722603007643102
179.0,No Account,4.0,Critical Account,Radio/Television,1503.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,< 1 Year,Real Estate,42.0,None,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Male,Single,329.0,Good,Good,0.001465778392513894,0.9985342216074861
531.0,No Account,12.0,Critical Account,Education,2012.0,Unknown,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Car or Other,61.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,681.0,Good,Good,0.04950764029910659,0.9504923597008934
540.0,0 <= ... < 200 EU,30.0,Existing Paid,Radio/Television,1715.0,Unknown,1 <= ... < 4 Years,> 35%,None,< 1 Year,Car or Other,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,690.0,Good,Good,0.3378147837799931,0.6621852162200069
178.0,< 0 EU,12.0,Existing Paid,Radio/Television,1498.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,< 1 Year,Car or Other,23.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,328.0,Good,Bad,0.5151687534660003,0.48483124653399967
666.0,< 0 EU,18.0,Existing Paid,Radio/Television,1936.0,Unknown,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Car or Other,23.0,None,Rent,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,816.0,Good,Good,0.2297123881997825,0.7702876118002174
767.0,No Account,6.0,Existing Paid,Retraining,1238.0,Unknown,Unemployed,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,36.0,None,Own,1,Highly Qualified,>= 3,Registered,Yes,Male,Single,917.0,Good,Good,0.007293912551363922,0.9927060874486361
258.0,0 <= ... < 200 EU,6.0,Existing Paid,Radio/Television,590.0,< 100 EU,< 1 Year,25% - 35%,None,4 - 7 Years,Real Estate,26.0,None,Own,1,Unskilled Resident,< 3,None,No,Male,Divorced/Separated/Married,408.0,Good,Good,0.08047230069264337,0.9195276993073567
766.0,No Account,9.0,Existing Paid,Furniture/Equipment,1313.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Car or Other,20.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,916.0,Good,Good,0.03816498078091635,0.9618350192190837
544.0,>= 200 EU,9.0,Existing Paid,Radio/Television,1126.0,100 <= ... < 500 EU,>= 7 Years,20% - 25%,None,> 7 Years,Real Estate,49.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,694.0,Good,Good,0.02199636350328976,0.9780036364967103
16.0,No Account,12.0,Existing Paid,Radio/Television,804.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,38.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,166.0,Good,Good,0.03166642492611319,0.9683335750738867
4.0,< 0 EU,15.0,Existing Paid,Business,806.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,22.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Female,Divorced/Separated/Married,154.0,Good,Bad,0.6721436470936162,0.32785635290638393
336.0,0 <= ... < 200 EU,24.0,Existing Paid,Other,11328.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,Co-Applicant,4 - 7 Years,Car or Other,29.0,Bank,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Male,Single,486.0,Bad,Bad,0.9266301115424719,0.07336988845752812
257.0,0 <= ... < 200 EU,18.0,Existing Paid,Radio/Television,1301.0,< 100 EU,>= 7 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,32.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,407.0,Good,Good,0.12353718908606552,0.8764628109139344
581.0,0 <= ... < 200 EU,12.0,Existing Paid,Radio/Television,6468.0,Unknown,Unemployed,20% - 25%,None,< 1 Year,Unknown,52.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,731.0,Bad,Good,0.2685965697570351,0.7314034302429648
446.0,No Account,24.0,Existing Paid,Radio/Television,1413.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,28.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,596.0,Good,Good,0.10517925017229406,0.894820749827706
339.0,>= 200 EU,10.0,Critical Account,Car(New),781.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,63.0,None,For Free,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,489.0,Good,Good,0.18847534892538004,0.81152465107462
479.0,< 0 EU,24.0,Delay Paid,Car(New),4870.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Unknown,53.0,None,For Free,2 or 3,Skilled Official,>= 3,None,Yes,Male,Single,629.0,Bad,Bad,0.9438982684129368,0.05610173158706328
418.0,< 0 EU,12.0,Existing Paid,Furniture/Equipment,1262.0,Unknown,>= 7 Years,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,49.0,None,Own,1,Unskilled Resident,< 3,Registered,Yes,Male,Divorced/Separated/Married,568.0,Good,Good,0.1934908011490334,0.8065091988509666
639.0,No Account,36.0,Existing Paid,Furniture/Equipment,10974.0,< 100 EU,Unemployed,> 35%,None,1 - 4 Years,Car or Other,26.0,None,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Female,Divorced/Separated/Married,789.0,Bad,Bad,0.549368556902958,0.450631443097042
715.0,No Account,60.0,Delay Paid,Radio/Television,15653.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Car or Other,21.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,865.0,Good,Good,0.08532229118563472,0.9146777088143653
325.0,>= 200 EU,18.0,All Paid,Radio/Television,1445.0,Unknown,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,49.0,Bank,Own,1,Unskilled Resident,< 3,None,Yes,Male,Single,475.0,Good,Good,0.2334909395791533,0.7665090604208467
458.0,< 0 EU,60.0,Existing Paid,Business,7297.0,< 100 EU,>= 7 Years,> 35%,Co-Applicant,> 7 Years,Unknown,36.0,None,Rent,1,Skilled Official,< 3,None,Yes,Male,Single,608.0,Bad,Bad,0.978431156226182,0.02156884377381802
10.0,No Account,24.0,Existing Paid,Radio/Television,3235.0,500 <= ... < 1000 EU,>= 7 Years,25% - 35%,None,1 - 4 Years,Car or Other,36.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Divorced/Separated/Married,160.0,Good,Good,0.026739018413158976,0.973260981586841
250.0,< 0 EU,12.0,None Taken,Radio/Television,6199.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,28.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,400.0,Bad,Bad,0.7944149495996728,0.20558505040032707
23.0,0 <= ... < 200 EU,12.0,Existing Paid,Radio/Television,2930.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,< 1 Year,Real Estate,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,173.0,Good,Good,0.07634933486863602,0.923650665131364
222.0,No Account,12.0,Existing Paid,Education,1393.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,47.0,Bank,Own,4 or 5,Skilled Official,>= 3,Registered,Yes,Male,Single,372.0,Good,Good,0.23498250738490853,0.7650174926150914
548.0,0 <= ... < 200 EU,20.0,Delay Paid,Other,2629.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,4 - 7 Years,Car or Other,29.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,698.0,Good,Bad,0.6439939392522779,0.35600606074772206
691.0,No Account,18.0,Critical Account,Car(New),1530.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,32.0,Bank,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,841.0,Bad,Good,0.1354853058899685,0.8645146941100315
785.0,No Account,36.0,Delay Paid,Radio/Television,4463.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,26.0,None,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Male,Single,935.0,Bad,Good,0.16916285043826892,0.8308371495617312
627.0,< 0 EU,9.0,Existing Paid,Furniture/Equipment,2136.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Real Estate,25.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,777.0,Good,Good,0.11191251735653904,0.8880874826434609
341.0,0 <= ... < 200 EU,6.0,Existing Paid,Radio/Television,368.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,38.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,491.0,Good,Good,0.043082638742116736,0.9569173612578833
672.0,< 0 EU,6.0,Critical Account,Car(New),1361.0,< 100 EU,< 1 Year,20% - 25%,None,> 7 Years,Real Estate,40.0,None,Own,1,Unskilled Resident,>= 3,None,No,Male,Single,822.0,Good,Good,0.04198345053868991,0.9580165494613101
204.0,No Account,12.0,Critical Account,Furniture/Equipment,1935.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,43.0,None,Own,4 or 5,Skilled Official,< 3,Registered,Yes,Male,Single,354.0,Good,Good,0.010075243999210459,0.9899247560007896
238.0,0 <= ... < 200 EU,15.0,Existing Paid,Repairs,1308.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,38.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Male,Single,388.0,Good,Good,0.25208023971763527,0.7479197602823647
94.0,>= 200 EU,24.0,Critical Account,Car(New),1344.0,Unknown,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Real Estate,37.0,Bank,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Male,Single,244.0,Bad,Good,0.048099035178114403,0.9519009648218857
532.0,No Account,18.0,Critical Account,Education,1864.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,30.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Female,Divorced/Separated/Married,682.0,Bad,Good,0.09762617839404279,0.9023738216059572
363.0,< 0 EU,36.0,Existing Paid,Car(Used),8229.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,>= 3,None,Yes,Male,Single,513.0,Bad,Bad,0.7008083381099385,0.29919166189006147
545.0,No Account,60.0,Existing Paid,Car(New),10366.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,42.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,695.0,Good,Good,0.3898820015038094,0.6101179984961905
285.0,0 <= ... < 200 EU,36.0,Existing Paid,Education,3711.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,435.0,Good,Bad,0.5309814784336947,0.46901852156630536
185.0,0 <= ... < 200 EU,48.0,None Taken,Business,12204.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,48.0,Bank,Own,1,Highly Qualified,< 3,Registered,Yes,Male,Single,335.0,Good,Bad,0.8235303708136275,0.17646962918637255
650.0,No Account,4.0,Existing Paid,Furniture/Equipment,601.0,< 100 EU,< 1 Year,< 20%,None,4 - 7 Years,Real Estate,23.0,None,Rent,1,Unskilled Resident,>= 3,None,Yes,Female,Divorced/Separated/Married,800.0,Good,Good,0.1623555349515737,0.8376444650484263
397.0,0 <= ... < 200 EU,24.0,Critical Account,Education,5743.0,< 100 EU,< 1 Year,20% - 25%,None,> 7 Years,Unknown,24.0,None,For Free,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,547.0,Good,Bad,0.9612481289042861,0.038751871095713895
154.0,0 <= ... < 200 EU,9.0,All Paid,Car(New),1437.0,100 <= ... < 500 EU,4 <= ... < 7 Years,20% - 25%,None,4 - 7 Years,Unknown,29.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,304.0,Bad,Good,0.43252581507361354,0.5674741849263863
76.0,No Account,28.0,All Paid,Car(Used),7824.0,Unknown,< 1 Year,25% - 35%,Guarantor,> 7 Years,Real Estate,40.0,Bank,Rent,2 or 3,Skilled Official,>= 3,Registered,Yes,Male,Single,226.0,Good,Good,0.30395943720731894,0.696040562792681
454.0,< 0 EU,24.0,Critical Account,Business,1382.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Real Estate,26.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Male,Single,604.0,Good,Good,0.1070805801004571,0.8929194198995429
696.0,0 <= ... < 200 EU,6.0,Existing Paid,Car(New),14555.0,Unknown,Unemployed,< 20%,None,1 - 4 Years,Savings Agreement/Life Insurance,23.0,None,Own,1,Unemployed Non-resident,< 3,Registered,Yes,Male,Single,846.0,Bad,Good,0.22761181174977826,0.7723881882502217
278.0,No Account,4.0,Critical Account,Car(New),1455.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,< 1 Year,Real Estate,42.0,None,Own,4 or 5,Unskilled Resident,>= 3,None,Yes,Male,Single,428.0,Good,Good,0.004501022427675876,0.9954989775723242
69.0,No Account,6.0,Existing Paid,Radio/Television,2108.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,1 - 4 Years,Real Estate,29.0,None,Rent,1,Skilled Official,< 3,None,Yes,Male,Divorced/Separated/Married,219.0,Good,Good,0.012482871546052534,0.9875171284539476
515.0,No Account,15.0,Existing Paid,Radio/Television,1386.0,Unknown,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,40.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,665.0,Good,Good,0.01739790893091521,0.9826020910690848
189.0,0 <= ... < 200 EU,24.0,Delay Paid,Business,6967.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,36.0,None,Rent,1,Highly Qualified,< 3,Registered,Yes,Male,Single,339.0,Good,Bad,0.5798133733061976,0.4201866266938024
272.0,< 0 EU,12.0,Existing Paid,Radio/Television,701.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,40.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Male,Divorced/Separated/Married,422.0,Good,Good,0.14653942863460426,0.8534605713653958
237.0,0 <= ... < 200 EU,24.0,Existing Paid,Car(Used),11560.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,> 7 Years,Car or Other,23.0,None,Rent,2 or 3,Highly Qualified,< 3,None,Yes,Female,Divorced/Separated/Married,387.0,Bad,Bad,0.8367827268885304,0.16321727311146964
89.0,No Account,30.0,Existing Paid,Radio/Television,1867.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Car or Other,58.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,239.0,Good,Good,0.021063477093974305,0.9789365229060257
763.0,No Account,11.0,Existing Paid,Business,2142.0,>= 1000 EU,>= 7 Years,< 20%,None,1 - 4 Years,Real Estate,28.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Male,Divorced/Separated/Married,913.0,Good,Good,0.005298863401965564,0.9947011365980344
118.0,0 <= ... < 200 EU,24.0,Delay Paid,Car(New),1965.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,42.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Female,Divorced/Separated/Married,268.0,Good,Good,0.4288467933401897,0.5711532066598103
126.0,0 <= ... < 200 EU,48.0,None Taken,Business,14421.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,25.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Male,Single,276.0,Bad,Bad,0.8851988961401306,0.11480110385986941
661.0,0 <= ... < 200 EU,12.0,Critical Account,Car(New),1995.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,< 1 Year,Car or Other,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,811.0,Good,Good,0.1658864904844115,0.8341135095155885
290.0,No Account,18.0,Critical Account,Radio/Television,1149.0,>= 1000 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Real Estate,46.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Male,Single,440.0,Good,Good,0.007456169424143481,0.9925438305758565
239.0,< 0 EU,36.0,All Paid,Furniture/Equipment,2746.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,31.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Male,Single,389.0,Bad,Bad,0.9283197509862963,0.07168024901370376
1.0,< 0 EU,48.0,Existing Paid,Appliances,3051.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Car or Other,54.0,None,Own,1,Skilled Official,< 3,None,Yes,Male,Single,151.0,Bad,Bad,0.760747496359405,0.23925250364059494
