Sex,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker,Marital.Status,Creditability,ID,SVM,SVM (Bad),SVM (Good),Fold
Female,< 0 EU,6.0,Existing Paid,Car(New),1374.0,Unknown,Unemployed,> 35%,None,4 - 7 Years,Savings Agreement/Life Insurance,75.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Good,644.0,Good,0.31636309809270313,0.6836369019072972,1
Female,No Account,24.0,Existing Paid,Car(Used),5433.0,Unknown,Unemployed,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,26.0,None,Rent,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Good,327.0,Good,0.28636838672998716,0.7136316132700129,1
Male,< 0 EU,24.0,Critical Account,Car(Used),6615.0,< 100 EU,Unemployed,20% - 25%,None,> 7 Years,Unknown,75.0,None,For Free,2 or 3,Highly Qualified,< 3,Registered,Yes,Single,Good,827.0,Bad,0.5480479228064373,0.4519520771935626,1
Male,0 <= ... < 200 EU,20.0,None Taken,Car(Used),6148.0,100 <= ... < 500 EU,>= 7 Years,25% - 35%,None,> 7 Years,Car or Other,31.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,514.0,Bad,0.4195397617887288,0.5804602382112711,1
Male,< 0 EU,28.0,Existing Paid,Car(New),4006.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Car or Other,45.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Single,Bad,314.0,Bad,0.40610779380540457,0.5938922061945954,1
Male,< 0 EU,18.0,Existing Paid,Furniture/Equipment,2462.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,399.0,Good,0.2672804557315068,0.7327195442684933,1
Male,No Account,12.0,Critical Account,Radio/Television,717.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,52.0,None,Own,4 or 5,Skilled Official,< 3,None,Yes,Single,Good,669.0,Good,0.1133668211580352,0.8866331788419647,1
Male,No Account,24.0,Critical Account,Radio/Television,2872.0,100 <= ... < 500 EU,>= 7 Years,25% - 35%,None,> 7 Years,Real Estate,36.0,None,Own,1,Skilled Official,>= 3,Registered,Yes,Single,Good,861.0,Good,0.17064312395946976,0.8293568760405303,1
Male,No Account,6.0,Critical Account,Radio/Television,700.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Unknown,36.0,None,For Free,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,225.0,Good,0.13944581473865336,0.8605541852613464,1
Male,No Account,12.0,Delay Paid,Repairs,1555.0,>= 1000 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,55.0,None,For Free,2 or 3,Skilled Official,>= 3,None,Yes,Single,Bad,794.0,Bad,0.8679377372465353,0.13206226275346458,1
Male,No Account,6.0,Critical Account,Radio/Television,1740.0,< 100 EU,>= 7 Years,20% - 25%,None,1 - 4 Years,Real Estate,30.0,None,Rent,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,556.0,Good,0.1566273784595379,0.8433726215404619,1
Male,No Account,48.0,Existing Paid,Radio/Television,10222.0,Unknown,4 <= ... < 7 Years,> 35%,None,4 - 7 Years,Car or Other,37.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,255.0,Good,0.30211931173549467,0.6978806882645051,1
Male,< 0 EU,18.0,All Paid,Furniture/Equipment,1553.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Car or Other,44.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,265.0,Bad,0.46031320040136314,0.5396867995986369,1
Female,No Account,30.0,Critical Account,Radio/Television,2831.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,451.0,Good,0.16267770149480462,0.8373222985051954,1
Female,No Account,18.0,Critical Account,Radio/Television,1098.0,< 100 EU,Unemployed,> 35%,None,> 7 Years,Car or Other,65.0,None,Own,2 or 3,Unemployed Non-resident,< 3,None,Yes,Divorced/Separated/Married,Good,243.0,Good,0.2038731136098438,0.7961268863901562,1
Female,No Account,12.0,Existing Paid,Car(New),1386.0,500 <= ... < 1000 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,562.0,Good,0.32573990807371195,0.674260091926288,1
Female,0 <= ... < 200 EU,48.0,None Taken,Car(New),8358.0,500 <= ... < 1000 EU,< 1 Year,< 20%,None,< 1 Year,Car or Other,30.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,240.0,Good,0.2567517920543386,0.7432482079456612,1
Male,No Account,36.0,Existing Paid,Car(Used),4686.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Unknown,32.0,None,For Free,1,Highly Qualified,< 3,Registered,Yes,Single,Good,679.0,Good,0.3309029980737414,0.6690970019262586,1
Male,< 0 EU,12.0,Existing Paid,Radio/Television,674.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,20.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,885.0,Bad,0.5367729704903106,0.4632270295096893,1
Male,No Account,24.0,Existing Paid,Car(New),1474.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,4 - 7 Years,Real Estate,33.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,894.0,Good,0.2257383624726429,0.7742616375273572,1
Male,0 <= ... < 200 EU,13.0,Critical Account,Radio/Television,882.0,< 100 EU,< 1 Year,> 35%,Guarantor,> 7 Years,Real Estate,23.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,726.0,Good,0.2869885125529275,0.7130114874470723,1
Male,No Account,10.0,Existing Paid,Car(New),1287.0,Unknown,>= 7 Years,> 35%,Co-Applicant,1 - 4 Years,Savings Agreement/Life Insurance,45.0,None,Own,1,Unskilled Resident,< 3,None,No,Single,Good,648.0,Good,0.2692015476597876,0.7307984523402123,1
Female,< 0 EU,18.0,Existing Paid,Radio/Television,1882.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,25.0,Bank,Rent,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,645.0,Bad,0.506392932569902,0.4936070674300981,1
Male,No Account,24.0,Critical Account,Furniture/Equipment,5150.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,33.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,162.0,Good,0.125468242054434,0.8745317579455658,1
Female,No Account,30.0,Critical Account,Radio/Television,5771.0,< 100 EU,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Car or Other,25.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,584.0,Good,0.1287246223332069,0.871275377666793,1
Male,< 0 EU,42.0,Existing Paid,Radio/Television,3965.0,< 100 EU,< 1 Year,> 35%,None,4 - 7 Years,Car or Other,34.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,194.0,Bad,0.5061116052106098,0.49388839478939034,1
Male,0 <= ... < 200 EU,15.0,Existing Paid,Radio/Television,1444.0,Unknown,< 1 Year,> 35%,None,< 1 Year,Savings Agreement/Life Insurance,23.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,193.0,Good,0.2714981386750418,0.7285018613249582,1
Male,No Account,6.0,Delay Paid,Business,1743.0,100 <= ... < 500 EU,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Real Estate,34.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Good,318.0,Good,0.0988005501035597,0.9011994498964404,1
Male,No Account,18.0,Critical Account,Radio/Television,1800.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,24.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,854.0,Good,0.10556528614111849,0.8944347138588817,1
Male,No Account,36.0,Delay Paid,Business,7980.0,Unknown,< 1 Year,> 35%,None,> 7 Years,Car or Other,27.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Bad,764.0,Bad,0.39278040326092767,0.6072195967390722,1
Male,>= 200 EU,6.0,Existing Paid,Furniture/Equipment,2116.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Real Estate,41.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,563.0,Good,0.11628889857971317,0.8837111014202867,1
Male,No Account,4.0,Critical Account,Radio/Television,1503.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,< 1 Year,Real Estate,42.0,None,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Single,Good,329.0,Good,0.19065149612709756,0.8093485038729024,1
Female,No Account,12.0,Critical Account,Education,2012.0,Unknown,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Car or Other,61.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,681.0,Good,0.079590115002804,0.920409884997196,1
Female,0 <= ... < 200 EU,30.0,Existing Paid,Radio/Television,1715.0,Unknown,1 <= ... < 4 Years,> 35%,None,< 1 Year,Car or Other,26.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,690.0,Good,0.22752469653351506,0.772475303466485,1
Female,< 0 EU,12.0,Existing Paid,Radio/Television,1498.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,< 1 Year,Car or Other,23.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,328.0,Good,0.2248801707249174,0.7751198292750828,1
Male,< 0 EU,18.0,Existing Paid,Radio/Television,1936.0,Unknown,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Car or Other,23.0,None,Rent,2 or 3,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,816.0,Good,0.2082421327090399,0.7917578672909601,1
Male,No Account,6.0,Existing Paid,Retraining,1238.0,Unknown,Unemployed,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,36.0,None,Own,1,Highly Qualified,>= 3,Registered,Yes,Single,Good,917.0,Good,0.27525116186655957,0.7247488381334407,1
Male,0 <= ... < 200 EU,6.0,Existing Paid,Radio/Television,590.0,< 100 EU,< 1 Year,25% - 35%,None,4 - 7 Years,Real Estate,26.0,None,Own,1,Unskilled Resident,< 3,None,No,Divorced/Separated/Married,Good,408.0,Good,0.2291081537789642,0.7708918462210357,1
Male,No Account,9.0,Existing Paid,Furniture/Equipment,1313.0,< 100 EU,>= 7 Years,< 20%,None,> 7 Years,Car or Other,20.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,916.0,Good,0.09269119077223413,0.9073088092277657,1
Male,>= 200 EU,9.0,Existing Paid,Radio/Television,1126.0,100 <= ... < 500 EU,>= 7 Years,20% - 25%,None,> 7 Years,Real Estate,49.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,694.0,Good,0.2925907288293512,0.7074092711706487,1
Male,No Account,12.0,Existing Paid,Radio/Television,804.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,38.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,166.0,Good,0.10892784642708243,0.8910721535729175,1
Female,< 0 EU,15.0,Existing Paid,Business,806.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,22.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,154.0,Good,0.30272036384314316,0.6972796361568567,1
Male,0 <= ... < 200 EU,24.0,Existing Paid,Other,11328.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,Co-Applicant,4 - 7 Years,Car or Other,29.0,Bank,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Single,Bad,486.0,Bad,0.7293136479024921,0.27068635209750813,1
Male,0 <= ... < 200 EU,18.0,Existing Paid,Radio/Television,1301.0,< 100 EU,>= 7 Years,> 35%,Guarantor,1 - 4 Years,Real Estate,32.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,407.0,Good,0.32832986794319297,0.6716701320568068,1
Male,0 <= ... < 200 EU,12.0,Existing Paid,Radio/Television,6468.0,Unknown,Unemployed,20% - 25%,None,< 1 Year,Unknown,52.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Bad,731.0,Bad,0.6670285258873453,0.3329714741126547,1
Male,No Account,24.0,Existing Paid,Radio/Television,1413.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,28.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,596.0,Good,0.1962096777897722,0.8037903222102281,1
Male,>= 200 EU,10.0,Critical Account,Car(New),781.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Unknown,63.0,None,For Free,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,489.0,Bad,0.43365062686830486,0.5663493731316952,1
Male,< 0 EU,24.0,Delay Paid,Car(New),4870.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Unknown,53.0,None,For Free,2 or 3,Skilled Official,>= 3,None,Yes,Single,Bad,629.0,Bad,0.6093208110580819,0.3906791889419181,1
Male,< 0 EU,12.0,Existing Paid,Furniture/Equipment,1262.0,Unknown,>= 7 Years,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,49.0,None,Own,1,Unskilled Resident,< 3,Registered,Yes,Divorced/Separated/Married,Good,568.0,Good,0.3271676844698528,0.6728323155301473,1
Female,No Account,36.0,Existing Paid,Furniture/Equipment,10974.0,< 100 EU,Unemployed,> 35%,None,1 - 4 Years,Car or Other,26.0,None,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Bad,789.0,Bad,0.5,0.5,1
Male,No Account,60.0,Delay Paid,Radio/Television,15653.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,> 7 Years,Car or Other,21.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,865.0,Good,0.27986067922772906,0.720139320772271,1
Male,>= 200 EU,18.0,All Paid,Radio/Television,1445.0,Unknown,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,49.0,Bank,Own,1,Unskilled Resident,< 3,None,Yes,Single,Good,475.0,Good,0.2438912878071753,0.7561087121928245,1
Male,< 0 EU,60.0,Existing Paid,Business,7297.0,< 100 EU,>= 7 Years,> 35%,Co-Applicant,> 7 Years,Unknown,36.0,None,Rent,1,Skilled Official,< 3,None,Yes,Single,Bad,608.0,Bad,0.8424891865746928,0.15751081342530726,1
Male,No Account,24.0,Existing Paid,Radio/Television,3235.0,500 <= ... < 1000 EU,>= 7 Years,25% - 35%,None,1 - 4 Years,Car or Other,36.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Divorced/Separated/Married,Good,160.0,Good,0.19518040119460672,0.8048195988053936,1
Male,< 0 EU,12.0,None Taken,Radio/Television,6199.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,28.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Bad,400.0,Bad,0.3936080470281385,0.6063919529718615,1
Female,0 <= ... < 200 EU,12.0,Existing Paid,Radio/Television,2930.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,< 1 Year,Real Estate,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,173.0,Good,0.22186042112724952,0.7781395788727504,1
Male,No Account,12.0,Existing Paid,Education,1393.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,47.0,Bank,Own,4 or 5,Skilled Official,>= 3,Registered,Yes,Single,Good,372.0,Good,0.35281966240154655,0.6471803375984536,1
Male,0 <= ... < 200 EU,20.0,Delay Paid,Other,2629.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,4 - 7 Years,Car or Other,29.0,Bank,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,698.0,Bad,0.4590340648691712,0.5409659351308288,1
Male,No Account,18.0,Critical Account,Car(New),1530.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,32.0,Bank,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Bad,841.0,Bad,0.4727668990725413,0.5272331009274587,1
Male,No Account,36.0,Delay Paid,Radio/Television,4463.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,26.0,None,Own,2 or 3,Highly Qualified,< 3,Registered,Yes,Single,Bad,935.0,Bad,0.36583929778966123,0.6341607022103387,1
Male,< 0 EU,9.0,Existing Paid,Furniture/Equipment,2136.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,1 - 4 Years,Real Estate,25.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,777.0,Good,0.14141281855849433,0.8585871814415058,1
Male,0 <= ... < 200 EU,6.0,Existing Paid,Radio/Television,368.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Savings Agreement/Life Insurance,38.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,491.0,Good,0.21347113100794135,0.7865288689920586,1
Male,< 0 EU,6.0,Critical Account,Car(New),1361.0,< 100 EU,< 1 Year,20% - 25%,None,> 7 Years,Real Estate,40.0,None,Own,1,Unskilled Resident,>= 3,None,No,Single,Good,822.0,Good,0.2699219789643224,0.7300780210356775,1
Male,No Account,12.0,Critical Account,Furniture/Equipment,1935.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Real Estate,43.0,None,Own,4 or 5,Skilled Official,< 3,Registered,Yes,Single,Good,354.0,Good,0.11165871504961669,0.8883412849503833,1
Male,0 <= ... < 200 EU,15.0,Existing Paid,Repairs,1308.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,38.0,None,Own,2 or 3,Unskilled Resident,< 3,None,Yes,Single,Good,388.0,Bad,0.45215326357563124,0.5478467364243688,1
Male,>= 200 EU,24.0,Critical Account,Car(New),1344.0,Unknown,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Real Estate,37.0,Bank,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Single,Bad,244.0,Bad,0.41732550233185245,0.5826744976681475,1
Female,No Account,18.0,Critical Account,Education,1864.0,100 <= ... < 500 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,30.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,682.0,Good,0.29167818427924647,0.7083218157207536,1
Male,< 0 EU,36.0,Existing Paid,Car(Used),8229.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Savings Agreement/Life Insurance,26.0,None,Own,1,Skilled Official,>= 3,None,Yes,Single,Bad,513.0,Bad,0.5065096751404202,0.4934903248595798,1
Male,No Account,60.0,Existing Paid,Car(New),10366.0,< 100 EU,>= 7 Years,20% - 25%,None,> 7 Years,Savings Agreement/Life Insurance,42.0,None,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Good,695.0,Bad,0.44501201566568244,0.5549879843343175,1
Male,0 <= ... < 200 EU,36.0,Existing Paid,Education,3711.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,435.0,Good,0.20354750129224036,0.7964524987077596,1
Male,0 <= ... < 200 EU,48.0,None Taken,Business,12204.0,Unknown,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,48.0,Bank,Own,1,Highly Qualified,< 3,Registered,Yes,Single,Good,335.0,Good,0.3319558738766546,0.6680441261233453,1
Female,No Account,4.0,Existing Paid,Furniture/Equipment,601.0,< 100 EU,< 1 Year,< 20%,None,4 - 7 Years,Real Estate,23.0,None,Rent,1,Unskilled Resident,>= 3,None,Yes,Divorced/Separated/Married,Good,800.0,Good,0.19191160778150496,0.8080883922184953,1
Female,0 <= ... < 200 EU,24.0,Critical Account,Education,5743.0,< 100 EU,< 1 Year,20% - 25%,None,> 7 Years,Unknown,24.0,None,For Free,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,547.0,Bad,0.44606102289854166,0.5539389771014585,1
Male,0 <= ... < 200 EU,9.0,All Paid,Car(New),1437.0,100 <= ... < 500 EU,4 <= ... < 7 Years,20% - 25%,None,4 - 7 Years,Unknown,29.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,304.0,Bad,0.6289240847132119,0.371075915286788,1
Male,No Account,28.0,All Paid,Car(Used),7824.0,Unknown,< 1 Year,25% - 35%,Guarantor,> 7 Years,Real Estate,40.0,Bank,Rent,2 or 3,Skilled Official,>= 3,Registered,Yes,Single,Good,226.0,Bad,0.3925598504251843,0.6074401495748157,1
Male,< 0 EU,24.0,Critical Account,Business,1382.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,< 1 Year,Real Estate,26.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,604.0,Good,0.3157289481379607,0.6842710518620388,1
Male,0 <= ... < 200 EU,6.0,Existing Paid,Car(New),14555.0,Unknown,Unemployed,< 20%,None,1 - 4 Years,Savings Agreement/Life Insurance,23.0,None,Own,1,Unemployed Non-resident,< 3,Registered,Yes,Single,Bad,846.0,Bad,0.4619738283014622,0.5380261716985376,1
Male,No Account,4.0,Critical Account,Car(New),1455.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,< 1 Year,Real Estate,42.0,None,Own,4 or 5,Unskilled Resident,>= 3,None,Yes,Single,Good,428.0,Good,0.23391536924070133,0.7660846307592987,1
Male,No Account,6.0,Existing Paid,Radio/Television,2108.0,< 100 EU,4 <= ... < 7 Years,20% - 25%,None,1 - 4 Years,Real Estate,29.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,219.0,Good,0.09951734864706686,0.9004826513529333,1
Male,No Account,15.0,Existing Paid,Radio/Television,1386.0,Unknown,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,40.0,None,Rent,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,665.0,Good,0.09974291472870003,0.9002570852712999,1
Male,0 <= ... < 200 EU,24.0,Delay Paid,Business,6967.0,100 <= ... < 500 EU,4 <= ... < 7 Years,> 35%,None,> 7 Years,Car or Other,36.0,None,Rent,1,Highly Qualified,< 3,Registered,Yes,Single,Good,339.0,Good,0.13849880997711883,0.8615011900228808,1
Male,< 0 EU,12.0,Existing Paid,Radio/Television,701.0,< 100 EU,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Real Estate,40.0,None,Own,1,Unskilled Resident,< 3,None,Yes,Divorced/Separated/Married,Good,422.0,Good,0.23965601972857628,0.7603439802714236,1
Female,0 <= ... < 200 EU,24.0,Existing Paid,Car(Used),11560.0,< 100 EU,1 <= ... < 4 Years,< 20%,None,> 7 Years,Car or Other,23.0,None,Rent,2 or 3,Highly Qualified,< 3,None,Yes,Divorced/Separated/Married,Bad,387.0,Bad,0.42082051943649734,0.5791794805635025,1
Male,No Account,30.0,Existing Paid,Radio/Television,1867.0,Unknown,>= 7 Years,> 35%,None,> 7 Years,Car or Other,58.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Single,Good,239.0,Good,0.17332532767782122,0.8266746723221786,1
Male,No Account,11.0,Existing Paid,Business,2142.0,>= 1000 EU,>= 7 Years,< 20%,None,1 - 4 Years,Real Estate,28.0,None,Own,1,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,913.0,Good,0.2311747534773594,0.7688252465226404,1
Female,0 <= ... < 200 EU,24.0,Delay Paid,Car(New),1965.0,Unknown,1 <= ... < 4 Years,> 35%,None,> 7 Years,Car or Other,42.0,None,Rent,2 or 3,Skilled Official,< 3,Registered,Yes,Divorced/Separated/Married,Good,268.0,Good,0.26990653667452835,0.7300934633254718,1
Male,0 <= ... < 200 EU,48.0,None Taken,Business,14421.0,< 100 EU,1 <= ... < 4 Years,20% - 25%,None,1 - 4 Years,Car or Other,25.0,Stores,Own,1,Skilled Official,< 3,Registered,Yes,Single,Bad,276.0,Bad,0.750944438146791,0.2490555618532091,1
Male,0 <= ... < 200 EU,12.0,Critical Account,Car(New),1995.0,100 <= ... < 500 EU,< 1 Year,> 35%,None,< 1 Year,Car or Other,27.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Good,811.0,Good,0.19717404685594403,0.802825953144056,1
Male,No Account,18.0,Critical Account,Radio/Television,1149.0,>= 1000 EU,1 <= ... < 4 Years,> 35%,None,4 - 7 Years,Real Estate,46.0,None,Own,2 or 3,Skilled Official,< 3,None,Yes,Single,Good,440.0,Good,0.1543680847473282,0.845631915252672,1
Male,< 0 EU,36.0,All Paid,Furniture/Equipment,2746.0,< 100 EU,>= 7 Years,> 35%,None,> 7 Years,Car or Other,31.0,Bank,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,389.0,Bad,0.4856634374637957,0.5143365625362042,1
Male,< 0 EU,48.0,Existing Paid,Appliances,3051.0,< 100 EU,1 <= ... < 4 Years,25% - 35%,None,> 7 Years,Car or Other,54.0,None,Own,1,Skilled Official,< 3,None,Yes,Single,Bad,151.0,Bad,0.5716576941494913,0.42834230585050864,1
Male,0 <= ... < 200 EU,30.0,Existing Paid,Furniture/Equipment,3832.0,< 100 EU,< 1 Year,20% - 25%,None,< 1 Year,Savings Agreement/Life Insurance,22.0,None,Own,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Good,942.0,Good,0.3127858088721144,0.6872141911278856,1
Male,< 0 EU,60.0,Delay Paid,Business,6836.0,< 100 EU,>= 7 Years,25% - 35%,None,> 7 Years,Unknown,63.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Bad,753.0,Bad,0.7068285639462475,0.2931714360537527,1
Female,< 0 EU,15.0,Existing Paid,Appliances,1275.0,Unknown,1 <= ... < 4 Years,> 35%,None,1 - 4 Years,Car or Other,24.0,None,Rent,1,Skilled Official,< 3,None,Yes,Divorced/Separated/Married,Bad,945.0,Bad,0.40940556677784795,0.590594433222152,1
Male,No Account,6.0,Existing Paid,Radio/Television,1346.0,100 <= ... < 500 EU,>= 7 Years,20% - 25%,None,> 7 Years,Unknown,42.0,Bank,For Free,1,Skilled Official,>= 3,Registered,Yes,Single,Good,616.0,Good,0.3464852006918812,0.6535147993081187,1
Male,>= 200 EU,10.0,Critical Account,Radio/Television,1347.0,Unknown,4 <= ... < 7 Years,> 35%,None,1 - 4 Years,Savings Agreement/Life Insurance,27.0,None,Own,2 or 3,Skilled Official,< 3,Registered,Yes,Single,Good,429.0,Good,0.10597258818432592,0.8940274118156741,1
Male,No Account,6.0,Critical Account,Radio/Television,1898.0,Unknown,1 <= ... < 4 Years,< 20%,None,1 - 4 Years,Real Estate,34.0,None,Own,2 or 3,Unskilled Resident,>= 3,None,Yes,Single,Good,775.0,Good,0.10840490789919482,0.8915950921008052,1
